IP地址,端口,TLS,数据中心,地区,城市,网络延迟,测速 MB/s
162.19.158.8,8443,true,FRA,欧洲,法兰克福,269 ms,0.05
46.101.110.234,8443,true,FRA,欧洲,法兰克福,300 ms,0.05
206.238.236.214,8443,true,SJC,北美洲,圣何塞,338 ms,0.05
206.238.237.244,8443,true,SJC,北美洲,圣何塞,400 ms,0.05
178.33.150.33,8443,true,LHR,欧洲,伦敦,263 ms,0.05
194.62.42.249,8443,true,TLV,中东,特拉维夫,329 ms,0.05
142.93.234.250,8443,true,AMS,欧洲,阿姆斯特丹,263 ms,0.04
206.238.237.117,8443,true,SJC,北美洲,圣何塞,264 ms,0.04
198.244.248.192,8443,true,LHR,欧洲,伦敦,273 ms,0.04
141.95.117.103,8443,true,FRA,欧洲,法兰克福,313 ms,0.04
95.164.113.247,8443,true,HEL,欧洲,赫尔辛基,290 ms,0.04
45.144.48.69,8443,true,WAW,欧洲,华沙,263 ms,0.04
5.144.181.83,8443,true,LHR,欧洲,伦敦,274 ms,0.04
51.38.69.149,8443,true,LHR,欧洲,伦敦,260 ms,0.04
174.138.100.91,8443,true,FRA,欧洲,法兰克福,286 ms,0.04
54.37.64.98,8443,true,FRA,欧洲,法兰克福,253 ms,0.04
51.38.92.32,8443,true,LHR,欧洲,伦敦,271 ms,0.04
185.65.105.8,8443,true,AMS,欧洲,阿姆斯特丹,260 ms,0.04
51.75.75.132,8443,true,FRA,欧洲,法兰克福,280 ms,0.04
128.199.41.142,8443,true,AMS,欧洲,阿姆斯特丹,292 ms,0.04
37.120.139.70,8443,true,EWR,北美洲,纽瓦克,229 ms,0.04
159.203.186.142,8443,true,EWR,北美洲,纽瓦克,238 ms,0.04
70.34.244.221,8443,true,WAW,欧洲,华沙,326 ms,0.04
57.128.106.219,8443,true,FRA,欧洲,法兰克福,240 ms,0.04
174.138.4.22,8443,true,AMS,欧洲,阿姆斯特丹,300 ms,0.04
137.74.150.115,8443,true,LHR,欧洲,伦敦,280 ms,0.04
176.97.77.131,8443,true,ARN,欧洲,斯德哥尔摩,307 ms,0.04
64.226.69.207,8443,true,FRA,欧洲,法兰克福,285 ms,0.04
94.131.9.190,8443,true,CDG,欧洲,巴黎,243 ms,0.04
51.195.71.65,8443,true,FRA,欧洲,法兰克福,278 ms,0.04
86.38.156.7,8443,true,FRA,欧洲,法兰克福,265 ms,0.04
5.144.181.104,8443,true,LHR,欧洲,伦敦,265 ms,0.04
178.62.223.93,8443,true,AMS,欧洲,阿姆斯特丹,277 ms,0.04
45.205.0.201,8443,true,SJC,北美洲,圣何塞,231 ms,0.04
146.59.21.101,8443,true,WAW,欧洲,华沙,292 ms,0.04
167.99.252.6,8443,true,FRA,欧洲,法兰克福,280 ms,0.04
188.166.78.41,8443,true,AMS,欧洲,阿姆斯特丹,279 ms,0.04
51.255.63.162,8443,true,LHR,欧洲,伦敦,258 ms,0.04
162.19.133.145,8443,true,FRA,欧洲,法兰克福,284 ms,0.04
141.98.168.224,8443,true,EWR,北美洲,纽瓦克,220 ms,0.04
51.83.172.106,8443,true,KBP,欧洲,基辅,302 ms,0.04
51.195.210.176,8443,true,LHR,欧洲,伦敦,277 ms,0.04
46.21.159.253,8443,true,LAX,北美洲,洛杉矶,185 ms,0.04
45.120.178.223,8443,true,AMS,欧洲,阿姆斯特丹,268 ms,0.04
51.83.158.57,8443,true,WAW,欧洲,华沙,322 ms,0.04
51.195.169.106,8443,true,LHR,欧洲,伦敦,257 ms,0.04
213.159.64.91,8443,true,FRA,欧洲,法兰克福,300 ms,0.04
188.165.17.102,8443,true,CDG,欧洲,巴黎,283 ms,0.04
170.64.236.244,8443,true,SYD,大洋洲,悉尼,322 ms,0.04
5.144.181.23,8443,true,LHR,欧洲,伦敦,267 ms,0.04
159.223.237.142,8443,true,AMS,欧洲,阿姆斯特丹,289 ms,0.04
198.244.244.169,8443,true,LHR,欧洲,伦敦,287 ms,0.04
156.227.0.132,8443,true,FRA,欧洲,法兰克福,214 ms,0.04
158.69.0.27,8443,true,YYZ,北美洲,多伦多,273 ms,0.04
51.38.152.80,8443,true,WAW,欧洲,华沙,289 ms,0.04
51.178.37.247,8443,true,LHR,欧洲,伦敦,278 ms,0.04
151.80.236.43,8443,true,LHR,欧洲,伦敦,281 ms,0.04
5.196.122.130,8443,true,LHR,欧洲,伦敦,274 ms,0.04
13.201.27.214,8443,true,BOM,亚太,孟买,287 ms,0.04
164.90.165.121,8443,true,FRA,欧洲,法兰克福,285 ms,0.04
217.69.4.178,8443,true,CDG,欧洲,巴黎,270 ms,0.04
94.131.15.213,8443,true,TLL,欧洲,塔林,295 ms,0.04
164.92.219.230,8443,true,AMS,欧洲,阿姆斯特丹,280 ms,0.04
209.38.224.78,8443,true,FRA,欧洲,法兰克福,281 ms,0.04
198.244.246.67,8443,true,LHR,欧洲,伦敦,265 ms,0.04
51.77.61.131,8443,true,WAW,欧洲,华沙,291 ms,0.04
31.220.42.149,8443,true,AMS,欧洲,阿姆斯特丹,252 ms,0.04
37.252.5.201,8443,true,TLL,欧洲,塔林,291 ms,0.04
45.144.48.42,8443,true,WAW,欧洲,华沙,290 ms,0.04
54.37.64.148,8443,true,FRA,欧洲,法兰克福,279 ms,0.04
103.231.73.135,8443,true,RIX,欧洲,里加,274 ms,0.04
151.80.166.45,8443,true,LHR,欧洲,伦敦,264 ms,0.04
57.128.212.16,8443,true,WAW,欧洲,华沙,350 ms,0.03
15.222.245.142,8443,true,YUL,北美洲,蒙特利尔,238 ms,0.03
94.131.97.153,8443,true,PRG,欧洲,布拉格,267 ms,0.03
146.19.247.165,8443,true,FRA,欧洲,法兰克福,310 ms,0.03
37.120.139.143,8443,true,EWR,北美洲,纽瓦克,236 ms,0.03
38.54.12.41,8443,true,FRA,欧洲,法兰克福,180 ms,0.03
51.89.23.7,8443,true,FRA,欧洲,法兰克福,329 ms,0.03
38.180.122.104,8443,true,AMS,欧洲,阿姆斯特丹,285 ms,0.03
51.255.143.82,8443,true,CDG,欧洲,巴黎,272 ms,0.03
176.31.45.38,8443,true,LHR,欧洲,伦敦,254 ms,0.03
179.43.190.20,8443,true,FRA,欧洲,法兰克福,302 ms,0.03
164.92.191.148,8443,true,FRA,欧洲,法兰克福,288 ms,0.03
92.222.135.71,8443,true,LHR,欧洲,伦敦,270 ms,0.03
141.95.127.177,8443,true,FRA,欧洲,法兰克福,272 ms,0.03
167.114.19.196,8443,true,YYZ,北美洲,多伦多,228 ms,0.03
45.144.29.20,8443,true,AMS,欧洲,阿姆斯特丹,242 ms,0.03
45.153.230.36,8443,true,FRA,欧洲,法兰克福,290 ms,0.03
144.126.238.142,8443,true,LHR,欧洲,伦敦,266 ms,0.03
38.180.70.240,8443,true,AMS,欧洲,阿姆斯特丹,298 ms,0.03
145.239.22.88,8443,true,WAW,欧洲,华沙,297 ms,0.03
137.74.218.217,8443,true,LHR,欧洲,伦敦,363 ms,0.03
176.126.113.201,8443,true,AMS,欧洲,阿姆斯特丹,251 ms,0.03
86.38.156.235,8443,true,FRA,欧洲,法兰克福,273 ms,0.03
5.144.181.237,8443,true,LHR,欧洲,伦敦,269 ms,0.03
145.239.27.214,8443,true,WAW,欧洲,华沙,355 ms,0.03
51.81.209.21,8443,true,PDX,北美洲,波特兰,186 ms,0.03
162.19.146.149,8443,true,FRA,欧洲,法兰克福,285 ms,0.03
188.166.171.211,8443,true,LHR,欧洲,伦敦,273 ms,0.03
51.178.157.122,8443,true,LHR,欧洲,伦敦,276 ms,0.03
172.210.117.12,8443,true,IAD,北美洲,阿什本,268 ms,0.03
142.93.107.139,8443,true,FRA,欧洲,法兰克福,285 ms,0.03
51.83.172.103,8443,true,WAW,欧洲,华沙,322 ms,0.03
45.205.0.145,8443,true,SJC,北美洲,圣何塞,362 ms,0.03
141.94.206.4,8443,true,LHR,欧洲,伦敦,266 ms,0.03
80.79.114.176,8443,true,TLL,欧洲,塔林,312 ms,0.03
86.38.156.141,8443,true,FRA,欧洲,法兰克福,323 ms,0.03
103.113.71.86,8443,true,FRA,欧洲,法兰克福,299 ms,0.03
188.166.81.37,8443,true,AMS,欧洲,阿姆斯特丹,278 ms,0.03
192.227.178.42,8443,true,BUF,北美洲,布法罗,253 ms,0.03
207.154.232.202,8443,true,FRA,欧洲,法兰克福,278 ms,0.03
145.239.22.65,8443,true,WAW,欧洲,华沙,295 ms,0.03
138.68.87.216,8443,true,FRA,欧洲,法兰克福,271 ms,0.03
135.125.251.232,8443,true,FRA,欧洲,法兰克福,322 ms,0.03
45.144.48.33,8443,true,WAW,欧洲,华沙,296 ms,0.03
185.235.242.196,8443,true,HEL,欧洲,赫尔辛基,233 ms,0.03
51.195.250.14,8443,true,LHR,欧洲,伦敦,243 ms,0.03
167.172.180.236,8443,true,FRA,欧洲,法兰克福,262 ms,0.03
5.144.181.17,8443,true,LHR,欧洲,伦敦,268 ms,0.03
51.195.84.228,8443,true,FRA,欧洲,法兰克福,326 ms,0.03
51.89.146.246,8443,true,LHR,欧洲,伦敦,267 ms,0.03
80.79.114.176,8443,true,TLL,欧洲,塔林,288 ms,0.03
24.144.79.244,8443,true,AMS,欧洲,阿姆斯特丹,274 ms,0.03
193.46.56.240,8443,true,IST,欧洲,伊斯坦布尔,332 ms,0.03
38.180.104.114,8443,true,IST,欧洲,伊斯坦布尔,220 ms,0.03
179.43.140.41,8443,true,FRA,欧洲,法兰克福,256 ms,0.03
5.135.206.121,8443,true,LHR,欧洲,伦敦,272 ms,0.03
51.83.133.74,8443,true,WAW,欧洲,华沙,268 ms,0.03
45.87.153.208,8443,true,AMS,欧洲,阿姆斯特丹,231 ms,0.03
45.87.154.19,8443,true,AMS,欧洲,阿姆斯特丹,264 ms,0.03
45.140.167.9,8443,true,LHR,欧洲,伦敦,363 ms,0.03
141.95.193.15,8443,true,LHR,欧洲,伦敦,259 ms,0.03
142.93.163.115,8443,true,FRA,欧洲,法兰克福,276 ms,0.03
178.62.239.73,8443,true,AMS,欧洲,阿姆斯特丹,278 ms,0.03
38.180.113.235,8443,true,IST,欧洲,伊斯坦布尔,228 ms,0.03
51.195.84.244,8443,true,FRA,欧洲,法兰克福,275 ms,0.03
51.38.147.98,8443,true,WAW,欧洲,华沙,306 ms,0.03
51.195.41.114,8443,true,FRA,欧洲,法兰克福,280 ms,0.03
38.180.45.95,8443,true,TLL,欧洲,塔林,289 ms,0.03
95.164.87.35,8443,true,AMS,欧洲,阿姆斯特丹,261 ms,0.02
51.75.33.90,8443,true,WAW,欧洲,华沙,338 ms,0.02
94.131.106.93,8443,true,AMS,欧洲,阿姆斯特丹,242 ms,0.02
5.253.41.8,8443,true,NRT,亚太,东京,384 ms,0.02
135.125.169.105,8443,true,FRA,欧洲,法兰克福,284 ms,0.02
51.38.146.60,8443,true,WAW,欧洲,华沙,287 ms,0.02
40.113.60.248,8443,true,DUB,欧洲,都柏林,221 ms,0.02
188.165.4.183,8443,true,LHR,欧洲,伦敦,263 ms,0.02
206.189.97.245,8443,true,AMS,欧洲,阿姆斯特丹,271 ms,0.02
146.19.233.79,8443,true,FRA,欧洲,法兰克福,269 ms,0.02
151.80.246.86,8443,true,FRA,欧洲,法兰克福,272 ms,0.02
54.37.64.126,8443,true,FRA,欧洲,法兰克福,278 ms,0.02
139.162.145.35,8443,true,FRA,欧洲,法兰克福,259 ms,0.02
51.89.1.254,8443,true,FRA,欧洲,法兰克福,271 ms,0.02
51.255.16.217,8443,true,LHR,欧洲,伦敦,275 ms,0.02
88.218.93.115,8443,true,AMS,欧洲,阿姆斯特丹,267 ms,0.02
94.131.122.77,8443,true,LHR,欧洲,伦敦,370 ms,0.02
45.84.0.200,8443,true,KIV,欧洲,基希讷乌,353 ms,0.02
95.164.113.161,8443,true,HEL,欧洲,赫尔辛基,312 ms,0.02
77.91.123.199,8443,true,AMS,欧洲,阿姆斯特丹,259 ms,0.02
135.125.239.132,8443,true,FRA,欧洲,法兰克福,260 ms,0.02
51.195.47.243,8443,true,FRA,欧洲,法兰克福,326 ms,0.02
198.244.249.10,8443,true,LHR,欧洲,伦敦,264 ms,0.02
145.239.239.26,8443,true,WAW,欧洲,华沙,345 ms,0.02
20.90.163.76,8443,true,LHR,欧洲,伦敦,217 ms,0.02
51.178.37.179,8443,true,LHR,欧洲,伦敦,268 ms,0.02
38.180.122.29,8443,true,AMS,欧洲,阿姆斯特丹,285 ms,0.02
45.144.48.42,8443,true,WAW,欧洲,华沙,317 ms,0.02
54.36.226.41,8443,true,LHR,欧洲,伦敦,276 ms,0.02
5.144.181.22,8443,true,LHR,欧洲,伦敦,286 ms,0.02
51.89.246.106,8443,true,LHR,欧洲,伦敦,262 ms,0.02
5.181.20.34,8443,true,HEL,欧洲,赫尔辛基,312 ms,0.02
38.180.117.186,8443,true,AMS,欧洲,阿姆斯特丹,290 ms,0.02
54.37.134.80,8443,true,KBP,欧洲,基辅,342 ms,0.02
51.195.85.204,8443,true,FRA,欧洲,法兰克福,334 ms,0.02
37.120.139.217,8443,true,EWR,北美洲,纽瓦克,234 ms,0.02
161.35.73.79,8443,true,FRA,欧洲,法兰克福,290 ms,0.02
145.239.27.192,8443,true,WAW,欧洲,华沙,282 ms,0.02
37.120.139.184,8443,true,EWR,北美洲,纽瓦克,229 ms,0.02
104.248.139.187,8443,true,FRA,欧洲,法兰克福,263 ms,0.02
178.62.247.39,8443,true,AMS,欧洲,阿姆斯特丹,271 ms,0.02
162.19.149.185,8443,true,FRA,欧洲,法兰克福,291 ms,0.02
95.164.0.83,8443,true,WAW,欧洲,华沙,317 ms,0.02
54.36.6.183,8443,true,LHR,欧洲,伦敦,275 ms,0.02
54.38.155.129,8443,true,FRA,欧洲,法兰克福,282 ms,0.02
85.208.109.28,8443,true,FRA,欧洲,法兰克福,304 ms,0.02
46.105.142.142,8443,true,LHR,欧洲,伦敦,271 ms,0.02
159.89.212.241,8443,true,FRA,欧洲,法兰克福,268 ms,0.02
194.116.191.156,8443,true,AMS,欧洲,阿姆斯特丹,251 ms,0.02
37.120.139.71,8443,true,EWR,北美洲,纽瓦克,241 ms,0.02
37.120.139.58,8443,true,EWR,北美洲,纽瓦克,256 ms,0.02
162.19.148.96,8443,true,FRA,欧洲,法兰克福,287 ms,0.02
5.144.181.219,8443,true,LHR,欧洲,伦敦,369 ms,0.02
45.144.28.249,8443,true,AMS,欧洲,阿姆斯特丹,247 ms,0.02
51.195.247.48,8443,true,LHR,欧洲,伦敦,264 ms,0.02
141.94.204.212,8443,true,LHR,欧洲,伦敦,274 ms,0.02
159.223.27.254,8443,true,FRA,欧洲,法兰克福,283 ms,0.02
135.125.137.0,8443,true,FRA,欧洲,法兰克福,282 ms,0.02
51.75.66.249,8443,true,FRA,欧洲,法兰克福,285 ms,0.02
45.144.49.164,8443,true,WAW,欧洲,华沙,328 ms,0.02
185.252.215.77,8443,true,FRA,欧洲,法兰克福,295 ms,0.02
134.209.166.201,8443,true,EWR,北美洲,纽瓦克,251 ms,0.02
146.19.247.165,8443,true,FRA,欧洲,法兰克福,304 ms,0.02
172.232.219.184,8443,true,MXP,欧洲,米兰,337 ms,0.02
94.131.118.196,8443,true,CDG,欧洲,巴黎,254 ms,0.02
64.225.68.70,8443,true,AMS,欧洲,阿姆斯特丹,277 ms,0.02
45.120.178.224,8443,true,AMS,欧洲,阿姆斯特丹,264 ms,0.02
165.232.81.187,8443,true,AMS,欧洲,阿姆斯特丹,269 ms,0.02
135.125.213.5,8443,true,FRA,欧洲,法兰克福,283 ms,0.02
38.180.99.178,8443,true,AMS,欧洲,阿姆斯特丹,279 ms,0.02
5.196.248.53,8443,true,LHR,欧洲,伦敦,294 ms,0.02
51.195.103.107,8443,true,FRA,欧洲,法兰克福,275 ms,0.02
157.245.17.52,8443,true,FRA,欧洲,法兰克福,286 ms,0.02
162.19.158.37,8443,true,FRA,欧洲,法兰克福,279 ms,0.02
38.180.115.133,8443,true,AMS,欧洲,阿姆斯特丹,286 ms,0.02
94.131.105.248,8443,true,AMS,欧洲,阿姆斯特丹,245 ms,0.02
51.38.144.102,8443,true,WAW,欧洲,华沙,287 ms,0.02
2.56.173.49,8443,true,HEL,欧洲,赫尔辛基,311 ms,0.02
51.195.85.218,8443,true,FRA,欧洲,法兰克福,264 ms,0.02
37.120.139.111,8443,true,EWR,北美洲,纽瓦克,226 ms,0.02
185.237.185.110,8443,true,VNO,欧洲,维尔纽斯,342 ms,0.02
149.202.30.224,8443,true,LHR,欧洲,伦敦,275 ms,0.02
104.248.132.140,8443,true,FRA,欧洲,法兰克福,271 ms,0.02
5.252.22.133,8443,true,FRA,欧洲,法兰克福,311 ms,0.02
143.47.243.144,8443,true,LHR,欧洲,伦敦,265 ms,0.02
51.38.144.109,8443,true,WAW,欧洲,华沙,292 ms,0.02
18.158.211.32,8443,true,FRA,欧洲,法兰克福,256 ms,0.01
178.33.2.215,8443,true,LHR,欧洲,伦敦,278 ms,0.01
13.37.224.156,8443,true,CDG,欧洲,巴黎,292 ms,0.01
51.195.85.73,8443,true,FRA,欧洲,法兰克福,269 ms,0.01
213.142.146.112,8443,true,AMS,欧洲,阿姆斯特丹,285 ms,0.01
162.19.148.213,8443,true,FRA,欧洲,法兰克福,268 ms,0.01
206.238.237.137,8443,true,SJC,北美洲,圣何塞,276 ms,0.01
141.94.204.200,8443,true,LHR,欧洲,伦敦,286 ms,0.01
94.23.188.21,8443,true,LHR,欧洲,伦敦,262 ms,0.01
38.180.97.202,8443,true,AMS,欧洲,阿姆斯特丹,286 ms,0.01
162.19.66.26,8443,true,LHR,欧洲,伦敦,275 ms,0.01
94.131.118.107,8443,true,CDG,欧洲,巴黎,253 ms,0.01
45.159.248.179,8443,true,LHR,欧洲,伦敦,285 ms,0.01
38.180.39.169,8443,true,DME,欧洲,莫斯科,332 ms,0.01
38.242.139.110,8443,true,DUS,欧洲,杜塞尔多夫,271 ms,0.01
51.195.143.76,8443,true,LHR,欧洲,伦敦,269 ms,0.01
45.67.35.7,8443,true,AMS,欧洲,阿姆斯特丹,268 ms,0.01
198.50.243.227,8443,true,YYZ,北美洲,多伦多,251 ms,0.01
51.89.29.91,8443,true,FRA,欧洲,法兰克福,328 ms,0.01
51.89.29.90,8443,true,FRA,欧洲,法兰克福,313 ms,0.01
91.242.229.228,8443,true,AMS,欧洲,阿姆斯特丹,245 ms,0.01
46.105.59.149,8443,true,LHR,欧洲,伦敦,261 ms,0.01
38.180.1.58,8443,true,OSL,欧洲,奥斯陆,317 ms,0.01
51.77.32.171,8443,true,WAW,欧洲,华沙,300 ms,0.01
54.36.238.56,8443,true,FRA,欧洲,法兰克福,273 ms,0.01
193.57.136.195,8443,true,IST,欧洲,伊斯坦布尔,346 ms,0.01
38.180.77.242,8443,true,OSL,欧洲,奥斯陆,317 ms,0.01
54.199.226.31,8443,true,NRT,亚太,东京,116 ms,0.01
162.19.148.98,8443,true,FRA,欧洲,法兰克福,278 ms,0.01
188.116.20.187,8443,true,DME,欧洲,莫斯科,342 ms,0.01
5.161.155.227,8443,true,IAD,北美洲,阿什本,240 ms,0.01
164.92.204.178,8443,true,FRA,欧洲,法兰克福,270 ms,0.01
38.180.117.153,8443,true,AMS,欧洲,阿姆斯特丹,285 ms,0.01
54.38.142.106,8443,true,WAW,欧洲,华沙,300 ms,0.01
135.125.251.245,8443,true,FRA,欧洲,法兰克福,289 ms,0.01
45.159.249.141,8443,true,HEL,欧洲,赫尔辛基,330 ms,0.01
94.131.105.129,8443,true,AMS,欧洲,阿姆斯特丹,246 ms,0.01
54.37.64.97,8443,true,FRA,欧洲,法兰克福,253 ms,0.01
162.19.147.31,8443,true,FRA,欧洲,法兰克福,323 ms,0.01
135.125.169.18,8443,true,FRA,欧洲,法兰克福,264 ms,0.01
51.195.85.91,8443,true,FRA,欧洲,法兰克福,327 ms,0.01
137.74.247.42,8443,true,LHR,欧洲,伦敦,275 ms,0.01
146.59.34.218,8443,true,WAW,欧洲,华沙,291 ms,0.01
51.89.112.100,8443,true,FRA,欧洲,法兰克福,266 ms,0.01
64.227.142.175,8443,true,MAA,亚太,金奈,288 ms,0.01
51.75.64.246,8443,true,FRA,欧洲,法兰克福,336 ms,0.01
54.38.142.107,8443,true,WAW,欧洲,华沙,333 ms,0.01
146.59.21.99,8443,true,WAW,欧洲,华沙,304 ms,0.01
185.235.243.223,8443,true,VIE,欧洲,维也纳,353 ms,0.01
146.59.30.175,8443,true,WAW,欧洲,华沙,282 ms,0.01
51.89.170.186,8443,true,LHR,欧洲,伦敦,276 ms,0.01
157.230.46.10,8443,true,SIN,亚太,新加坡,329 ms,0.01
165.232.104.200,8443,true,LHR,欧洲,伦敦,258 ms,0.01
38.180.69.109,8443,true,AMS,欧洲,阿姆斯特丹,257 ms,0.01
51.195.236.212,8443,true,LHR,欧洲,伦敦,322 ms,0.01
135.125.209.228,8443,true,FRA,欧洲,法兰克福,276 ms,0.01
178.32.161.71,8443,true,CDG,欧洲,巴黎,283 ms,0.01
172.104.145.17,8443,true,FRA,欧洲,法兰克福,276 ms,0.01
51.38.147.109,8443,true,DME,欧洲,莫斯科,288 ms,0.01
51.195.84.242,8443,true,FRA,欧洲,法兰克福,284 ms,0.01
94.23.95.212,8443,true,LHR,欧洲,伦敦,282 ms,0.01
45.140.147.108,8443,true,AMS,欧洲,阿姆斯特丹,265 ms,0.01
51.83.172.89,8443,true,WAW,欧洲,华沙,286 ms,0.01
206.238.237.135,8443,true,SJC,北美洲,圣何塞,382 ms,0.01
107.173.87.79,8443,true,SJC,北美洲,圣何塞,166 ms,0.01
5.144.181.107,8443,true,LHR,欧洲,伦敦,291 ms,0.01
51.38.147.79,8443,true,WAW,欧洲,华沙,305 ms,0.01
54.38.133.185,8443,true,WAW,欧洲,华沙,349 ms,0.01
192.210.213.19,8443,true,ATL,北美洲,亚特兰大,249 ms,0.00
51.20.121.52,8443,true,ARN,欧洲,斯德哥尔摩,289 ms,0.00
206.238.236.223,8443,true,SJC,北美洲,圣何塞,350 ms,0.00
51.75.67.144,8443,true,FRA,欧洲,法兰克福,282 ms,0.00
51.195.42.76,8443,true,FRA,欧洲,法兰克福,288 ms,0.00
45.77.62.84,8443,true,CDG,欧洲,巴黎,348 ms,0.00
54.37.134.200,8443,true,WAW,欧洲,华沙,311 ms,0.00
38.180.159.252,8443,true,AMS,欧洲,阿姆斯特丹,278 ms,0.00
51.83.201.196,8443,true,WAW,欧洲,华沙,299 ms,0.00
51.83.209.40,8443,true,WAW,欧洲,华沙,302 ms,0.00
54.38.130.22,8443,true,WAW,欧洲,华沙,324 ms,0.00
45.144.49.52,8443,true,WAW,欧洲,华沙,288 ms,0.00
149.56.46.60,8443,true,YYZ,北美洲,多伦多,256 ms,0.00
51.83.201.202,8443,true,WAW,欧洲,华沙,301 ms,0.00
70.34.252.215,8443,true,WAW,欧洲,华沙,332 ms,0.00
51.75.41.186,8443,true,WAW,欧洲,华沙,267 ms,0.00
195.16.74.133,8443,true,IST,欧洲,伊斯坦布尔,375 ms,0.00
54.37.134.195,8443,true,WAW,欧洲,华沙,306 ms,0.00
54.38.59.232,8443,true,WAW,欧洲,华沙,305 ms,0.00
54.38.141.148,8443,true,WAW,欧洲,华沙,287 ms,0.00
206.189.91.66,8443,true,SIN,亚太,新加坡,252 ms,0.00
45.205.0.20,8443,true,SJC,北美洲,圣何塞,394 ms,0.00
20.240.254.247,8443,true,ARN,欧洲,斯德哥尔摩,268 ms,0.00
135.125.251.232,8443,true,FRA,欧洲,法兰克福,329 ms,0.00
5.144.181.70,8443,true,LHR,欧洲,伦敦,264 ms,0.00
54.38.130.58,8443,true,WAW,欧洲,华沙,287 ms,0.00
37.59.89.141,8443,true,FRA,欧洲,法兰克福,267 ms,0.00
103.35.191.130,8443,true,EWR,北美洲,纽瓦克,256 ms,0.00
145.239.187.169,8443,true,LHR,欧洲,伦敦,255 ms,0.00
65.20.76.125,8443,true,BOM,亚太,孟买,269 ms,0.00
168.138.197.97,8443,true,NRT,亚太,东京,128 ms,0.00
45.205.0.127,8443,true,SJC,北美洲,圣何塞,395 ms,0.00
45.153.230.239,8443,true,FRA,欧洲,法兰克福,310 ms,0.00
199.247.8.21,8443,true,CDG,欧洲,巴黎,258 ms,0.00
51.68.142.81,8443,true,KBP,欧洲,基辅,296 ms,0.00
135.125.169.80,8443,true,FRA,欧洲,法兰克福,323 ms,0.00
51.83.45.59,8443,true,LHR,欧洲,伦敦,272 ms,0.00
94.131.112.237,8443,true,AMS,欧洲,阿姆斯特丹,271 ms,0.00
46.105.89.69,8443,true,CDG,欧洲,巴黎,275 ms,0.00
178.128.111.86,8443,true,SIN,亚太,新加坡,346 ms,0.00
51.89.85.96,8443,true,FRA,欧洲,法兰克福,274 ms,0.00
51.107.8.47,8443,true,MXP,欧洲,米兰,210 ms,0.00
86.38.156.15,8443,true,FRA,欧洲,法兰克福,331 ms,0.00
51.254.241.13,8443,true,LHR,欧洲,伦敦,285 ms,0.00
206.238.236.46,8443,true,SJC,北美洲,圣何塞,339 ms,0.00
5.144.181.219,8443,true,LHR,欧洲,伦敦,269 ms,0.00
206.238.237.214,8443,true,SJC,北美洲,圣何塞,265 ms,0.00
51.195.250.11,8443,true,LHR,欧洲,伦敦,273 ms,0.00
5.180.55.76,8443,true,BTS,欧洲,布拉迪斯拉发,304 ms,0.00
5.61.49.231,8443,true,AMS,欧洲,阿姆斯特丹,287 ms,0.00
45.144.49.87,8443,true,WAW,欧洲,华沙,284 ms,0.00
45.205.0.139,8443,true,SJC,北美洲,圣何塞,483 ms,0.00
162.19.243.46,8443,true,FRA,欧洲,法兰克福,284 ms,0.00
51.38.146.208,8443,true,WAW,欧洲,华沙,286 ms,0.00
158.69.40.219,8443,true,YYZ,北美洲,多伦多,248 ms,0.00
51.38.152.79,8443,true,WAW,欧洲,华沙,294 ms,0.00
206.238.237.245,8443,true,SJC,北美洲,圣何塞,354 ms,0.00
206.238.237.153,8443,true,SJC,北美洲,圣何塞,293 ms,0.00
95.179.161.230,8443,true,FRA,欧洲,法兰克福,268 ms,0.00
51.195.69.19,8443,true,FRA,欧洲,法兰克福,266 ms,0.00
51.83.182.145,8443,true,WAW,欧洲,华沙,296 ms,0.00
51.83.213.207,8443,true,KBP,欧洲,基辅,339 ms,0.00
206.238.237.93,8443,true,SJC,北美洲,圣何塞,317 ms,0.00
206.238.236.252,8443,true,SJC,北美洲,圣何塞,489 ms,0.00
51.83.191.190,8443,true,KBP,欧洲,基辅,297 ms,0.00
54.38.206.40,8443,true,WAW,欧洲,华沙,352 ms,0.00
206.238.237.129,8443,true,SJC,北美洲,圣何塞,283 ms,0.00
51.195.84.231,8443,true,FRA,欧洲,法兰克福,294 ms,0.00
38.107.234.24,8443,true,ALA,亚太,阿拉木图,341 ms,0.00
5.144.181.161,8443,true,LHR,欧洲,伦敦,277 ms,0.00
45.32.149.77,8443,true,CDG,欧洲,巴黎,354 ms,0.00
51.195.250.20,8443,true,LHR,欧洲,伦敦,261 ms,0.00
194.116.190.199,8443,true,AMS,欧洲,阿姆斯特丹,260 ms,0.00
45.205.0.99,8443,true,SJC,北美洲,圣何塞,424 ms,0.00
94.131.106.93,8443,true,AMS,欧洲,阿姆斯特丹,275 ms,0.00
202.182.125.193,8443,true,NRT,亚太,东京,140 ms,0.00
198.244.244.187,8443,true,LHR,欧洲,伦敦,272 ms,0.00
37.120.139.21,8443,true,EWR,北美洲,纽瓦克,246 ms,0.00
51.89.124.133,8443,true,FRA,欧洲,法兰克福,292 ms,0.00
54.38.207.182,8443,true,WAW,欧洲,华沙,302 ms,0.00
145.239.233.106,8443,true,FRA,欧洲,法兰克福,286 ms,0.00
45.205.0.70,8443,true,SJC,北美洲,圣何塞,357 ms,0.00
51.83.189.189,8443,true,WAW,欧洲,华沙,334 ms,0.00
